Year,Series,Ministry,Department,Value
2020,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,2193
2020,Actual Spent,Ministry of Finance and Economic Management,MFEM Corporate Services,207
2020,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,207
2020,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",3
2020,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,19
2020,Actual Spent,Ministry of Health,Department of Health,538
2020,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,3036
2020,Actual Spent,Ministry of Infrastructure and Public Utilities,Vanuatu Telecommunications Regulator,0
2020,Actual Spent,Ministry of Internal Affairs,Civil Registry Office,5
2020,Actual Spent,Ministry of Internal Affairs,Department of Immigration,2
2020,Actual Spent,Ministry of Internal Affairs,Department of Labour,2
2020,Actual Spent,Ministry of Internal Affairs,Department of Provincial Affairs,19
2020,Actual Spent,Ministry of Internal Affairs,Electoral Office,37
2020,Actual Spent,Ministry of Internal Affairs,Internal Affairs Cabinet,14
2020,Actual Spent,Ministry of Justice and Social Welfare,Correctional Services,22
2020,Actual Spent,Ministry of Justice and Social Welfare,Department of Womens Affairs,27
2020,Actual Spent,Ministry of Justice and Social Welfare,Ministry of Justice & Social Welfare Corporate Service Unit,6
2020,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,241
2020,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,14
2020,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,79
2020,Actual Spent,Ministry of Youth Development and Sports,Department of Youth and Sport,30
2020,Actual Spent,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,128
2020,Actual Spent,Prime Ministers Ministry,Office of the Government Chief Information Officer,16
2020,Actual Spent,Prime Ministers Ministry,Vanuatu Project Management Unit,287
2021,Actual Spent,Constitutional Agencies,Electoral Office,23
2021,Actual Spent,Constitutional Agencies,Judiciary,0
2021,Actual Spent,Constitutional Agencies,National Audit Office,1
2021,Actual Spent,Constitutional Agencies,Office of the Ombudsman,0
2021,Actual Spent,Constitutional Agencies,Parliament,8
2021,Actual Spent,Constitutional Agencies,Public Prosecutor,16
2021,Actual Spent,Constitutional Agencies,Public Service Commission,6
2021,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",0
2021,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Department of Agriculture,11
2021,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Department of Biosecurity,6
2021,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Department of Forestry,1
2021,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Livestock,0
2021,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Department of Climate Change,100
2021,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,188
2021,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,23
2021,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",MoCC Coporate Service Unit,0
2021,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,-3
2021,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,83
2021,Actual Spent,Ministry of Education & Training,Director General Directorate,4
2021,Actual Spent,Ministry of Education & Training,Education Service Directorate,1389
2021,Actual Spent,Ministry of Education & Training,Finance & Administration Directorate,46
2021,Actual Spent,Ministry of Education & Training,Policy & Planning Directorate,4
2021,Actual Spent,Ministry of Education & Training,Tertiary Education Directorate,95
2021,Actual Spent,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,18
2021,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,1179
2021,Actual Spent,Ministry of Finance and Economic Management,MFEM Corporate Services,66
2021,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,29
2021,Actual Spent,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,49
2021,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,1
2021,Actual Spent,Ministry of Health,Department of Health,965
2021,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,4731
2021,Actual Spent,Ministry of Infrastructure and Public Utilities,Vanuatu Telecommunications Regulator,46
2021,Actual Spent,Ministry of Internal Affairs,Civil Registry Office,4
2021,Actual Spent,Ministry of Internal Affairs,Department of Immigration,83
2021,Actual Spent,Ministry of Internal Affairs,Department of Provincial Affairs,-1
2021,Actual Spent,Ministry of Internal Affairs,Internal Affairs Cabinet,-2
2021,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,283
2021,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,1
2021,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,6
2021,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,74
2021,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade Development Division,19
2021,Actual Spent,"Ministry of Youth, Justice and Community Services",Correctional Services,3
2021,Actual Spent,"Ministry of Youth, Justice and Community Services",Department of Womens Affairs,27
2021,Actual Spent,"Ministry of Youth, Justice and Community Services",Department of Youth and Sport,22
2021,Actual Spent,"Ministry of Youth, Justice and Community Services",Ministry of Justice & Social Welfare Corporate Service Unit,14
2021,Actual Spent,Prime Ministers Ministry,Department of Communications and Digital Transformation  (DCDT),44
2021,Actual Spent,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,25
2021,Actual Spent,Prime Ministers Ministry,Language Services Department,0
2021,Actual Spent,Prime Ministers Ministry,Vanuatu Project Management Unit (VPMU),711
2022,Actual Spent,Constitutional Agencies,Electoral Office,8
2022,Actual Spent,Constitutional Agencies,Judiciary,11
2022,Actual Spent,Constitutional Agencies,Malvatumauri Council of Chiefs,3
2022,Actual Spent,Constitutional Agencies,National Audit Office,17
2022,Actual Spent,Constitutional Agencies,Office of the Ombudsman,0
2022,Actual Spent,Constitutional Agencies,Parliament,1
2022,Actual Spent,Constitutional Agencies,Public Prosecutor,9
2022,Actual Spent,Constitutional Agencies,Public Service Commission,1
2022,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Department of Agriculture,25
2022,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Department of Biosecurity,6
2022,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Department of Forestry,2
2022,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Livestock,0
2022,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",MALFFB Coporate Services,1
2022,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Department of Climate Change,41
2022,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,173
2022,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,15
2022,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,0
2022,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,81
2022,Actual Spent,Ministry of Education & Training,Director General Directorate,17
2022,Actual Spent,Ministry of Education & Training,Education Service Directorate,1255
2022,Actual Spent,Ministry of Education & Training,Finance & Administration Directorate,79
2022,Actual Spent,Ministry of Education & Training,Policy & Planning Directorate,0
2022,Actual Spent,Ministry of Education & Training,Tertiary Education Directorate,60
2022,Actual Spent,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,17
2022,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,656
2022,Actual Spent,Ministry of Finance and Economic Management,MFEM Corporate Services,6
2022,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,248
2022,Actual Spent,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,73
2022,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,209
2022,Actual Spent,Ministry of Health,Department of Health,1299
2022,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,4774
2022,Actual Spent,Ministry of Infrastructure and Public Utilities,Vanuatu Telecommunications Regulator,26
2022,Actual Spent,Ministry of Internal Affairs,Civil Registry Office,15
2022,Actual Spent,Ministry of Internal Affairs,Department of Immigration,2
2022,Actual Spent,Ministry of Internal Affairs,Department of Provincial Affairs,1
2022,Actual Spent,Ministry of Internal Affairs,Department of Urban Affairs and Planning,29
2022,Actual Spent,"Ministry of Lands, Mines & Water Resources",Corporate Services,0
2022,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,283
2022,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,1
2022,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,16
2022,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,0
2022,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,141
2022,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade Development Division,23
2022,Actual Spent,"Ministry of Youth, Justice and Community Services",Correctional Services,2
2022,Actual Spent,"Ministry of Youth, Justice and Community Services",Department of Womens Affairs,13
2022,Actual Spent,"Ministry of Youth, Justice and Community Services",Department of Youth and Sport,12
2022,Actual Spent,"Ministry of Youth, Justice and Community Services",Ministry of Justice & Social Welfare Corporate Service Unit,9
2022,Actual Spent,Prime Ministers Ministry,Department of Communications and Digital Transformation  (DCDT),29
2022,Actual Spent,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,21
2022,Actual Spent,Prime Ministers Ministry,PMO Corporate Service Unit,5
2022,Actual Spent,Prime Ministers Ministry,Vanuatu Project Management Unit (VPMU),537
2023,Actual Spent,Constitutional Agencies,Electoral Office,6
2023,Actual Spent,Constitutional Agencies,Judiciary,11
2023,Actual Spent,Constitutional Agencies,Malvatumauri Council of Chiefs,-3
2023,Actual Spent,Constitutional Agencies,National Audit Office,14
2023,Actual Spent,Constitutional Agencies,Public Prosecutor,9
2023,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Department of Agriculture,0
2023,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Department of Biosecurity,4
2023,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Department of Forestry,1
2023,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Livestock,4
2023,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",MALFFB Coporate Services,0
2023,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Department of Climate Change,51
2023,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,210
2023,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,21
2023,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",MoCC Coporate Service Unit,40
